,record_id,month,day,year,plot,species,sex,wgt
21564,21565,5,18,1994,21,PP,M,20.0
21565,21566,5,18,1994,19,PF,M,9.0
21566,21567,5,18,1994,17,DM,M,51.0
21567,21568,5,18,1994,1,DM,M,48.0
21568,21569,5,18,1994,17,DM,M,38.0
21569,21570,5,18,1994,12,DM,F,42.0
21570,21571,5,18,1994,7,PP,F,15.0
21571,21572,5,18,1994,21,PF,F,7.0
21572,21573,5,18,1994,21,PF,M,7.0
21573,21574,5,18,1994,23,AH,,
21574,21575,5,18,1994,12,DM,M,29.0
21575,21576,5,18,1994,24,RM,M,9.0
21576,21577,5,18,1994,2,OT,M,32.0
21577,21578,5,18,1994,23,AH,,
21578,21579,5,18,1994,22,DS,F,
21579,21580,5,18,1994,19,PP,M,19.0
21580,21581,5,18,1994,21,PP,F,24.0
21581,21582,5,18,1994,20,,,
21582,21583,5,19,1994,3,PP,F,21.0
21583,21584,5,19,1994,4,DM,F,43.0
21584,21585,5,19,1994,14,DM,M,44.0
21585,21586,5,19,1994,4,DM,M,26.0
21586,21587,5,19,1994,4,DM,M,51.0
21587,21588,5,19,1994,11,DM,F,18.0
21588,21589,5,19,1994,8,AH,,
21589,21590,5,19,1994,6,PF,F,6.0
21590,21591,5,19,1994,11,DM,F,16.0
21591,21592,5,19,1994,4,DM,F,42.0
21592,21593,5,19,1994,8,DO,M,54.0
21593,21594,5,19,1994,13,UL,,
21594,21595,5,19,1994,14,DM,M,46.0
21595,21596,5,19,1994,11,DM,M,18.0
21596,21597,5,19,1994,8,DO,M,52.0
21597,21598,5,19,1994,8,DM,M,51.0
21598,21599,5,19,1994,13,DM,F,38.0
21599,21600,5,19,1994,8,AH,,
21600,21601,5,19,1994,8,UL,,
21601,21602,5,19,1994,9,DM,M,47.0
21602,21603,5,19,1994,13,OL,F,19.0
21603,21604,5,19,1994,14,DM,M,46.0
21604,21605,5,19,1994,13,DM,M,45.0
21605,21606,5,19,1994,13,OT,M,28.0
21606,21607,5,19,1994,11,DM,M,44.0
21607,21608,5,19,1994,9,DM,M,42.0
21608,21609,5,19,1994,10,,,
21609,21610,5,19,1994,15,,,
21610,21611,5,19,1994,5,,,
21611,21612,5,19,1994,16,,,
21612,21613,6,14,1994,19,PF,F,11.0
21613,21614,6,14,1994,17,DM,F,24.0
21614,21615,6,14,1994,17,DM,M,40.0
21615,21616,6,14,1994,7,PP,M,11.0
21616,21617,6,14,1994,2,DO,M,42.0
21617,21618,6,14,1994,17,DM,M,50.0
21618,21619,6,14,1994,2,RM,M,9.0
21619,21620,6,14,1994,18,PP,F,19.0
21620,21621,6,14,1994,22,DS,F,104.0
21621,21622,6,14,1994,12,DM,M,33.0
21622,21623,6,14,1994,12,DM,F,45.0
21623,21624,6,14,1994,21,PP,F,20.0
21624,21625,6,14,1994,19,PF,M,8.0
21625,21626,6,14,1994,17,DM,F,41.0
21626,21627,6,14,1994,7,PP,F,19.0
21627,21628,6,14,1994,7,PP,F,17.0
21628,21629,6,14,1994,1,OL,F,37.0
21629,21630,6,14,1994,17,PF,F,
21630,21631,6,14,1994,1,DM,M,42.0
21631,21632,6,14,1994,20,PP,F,22.0
21632,21633,6,14,1994,7,PP,F,12.0
21633,21634,6,14,1994,18,PP,M,18.0
21634,21635,6,14,1994,24,,,
21635,21636,6,14,1994,23,,,
21636,21637,6,15,1994,13,OL,M,25.0
21637,21638,6,15,1994,5,SS,,
21638,21639,6,15,1994,11,DM,F,29.0
21639,21640,6,15,1994,5,SS,,
21640,21641,6,15,1994,14,DM,M,43.0
21641,21642,6,15,1994,3,PP,M,18.0
21642,21643,6,15,1994,8,DM,M,49.0
21643,21644,6,15,1994,11,DM,M,44.0
21644,21645,6,15,1994,8,DO,M,53.0
21645,21646,6,15,1994,14,DM,M,45.0
21646,21647,6,15,1994,13,OL,F,30.0
21647,21648,6,15,1994,3,PP,M,19.0
21648,21649,6,15,1994,8,DM,F,39.0
21649,21650,6,15,1994,13,PP,F,17.0
21650,21651,6,15,1994,4,DM,F,19.0
21651,21652,6,15,1994,11,DM,F,26.0
21652,21653,6,15,1994,15,,,
21653,21654,6,15,1994,16,,,
21654,21655,6,15,1994,10,,,
21655,21656,6,15,1994,9,,,
21656,21657,6,15,1994,6,,,
21657,21658,7,8,1994,12,DM,F,42.0
21658,21659,7,8,1994,17,DM,F,30.0
21659,21660,7,8,1994,17,DM,M,43.0
21660,21661,7,8,1994,19,PF,F,11.0
21661,21662,7,8,1994,7,PP,M,19.0
21662,21663,7,8,1994,20,PP,F,23.0
21663,21664,7,8,1994,17,DM,M,52.0
21664,21665,7,8,1994,12,DM,F,34.0
21665,21666,7,8,1994,22,DS,,103.0
21666,21667,7,8,1994,1,DM,M,47.0
21667,21668,7,8,1994,22,DM,M,41.0
21668,21669,7,8,1994,21,PP,M,18.0
21669,21670,7,8,1994,23,RM,M,10.0
21670,21671,7,8,1994,19,PF,F,7.0
21671,21672,7,8,1994,7,PP,F,22.0
21672,21673,7,8,1994,1,PP,F,16.0
21673,21674,7,8,1994,12,DM,M,36.0
21674,21675,7,8,1994,1,DM,F,32.0
21675,21676,7,8,1994,18,PP,M,19.0
21676,21677,7,8,1994,23,RM,F,8.0
21677,21678,7,8,1994,2,DO,M,44.0
21678,21679,7,8,1994,19,PP,F,
21679,21680,7,8,1994,24,,,
21680,21681,7,9,1994,4,DM,F,41.0
21681,21682,7,9,1994,13,PP,M,20.0
21682,21683,7,9,1994,3,PP,M,20.0
21683,21684,7,9,1994,3,PP,F,
21684,21685,7,9,1994,4,SS,,
21685,21686,7,9,1994,14,DM,M,43.0
21686,21687,7,9,1994,10,SS,,
21687,21688,7,9,1994,8,DO,F,41.0
21688,21689,7,9,1994,8,DO,M,52.0
21689,21690,7,9,1994,8,SS,,
21690,21691,7,9,1994,14,DM,M,43.0
21691,21692,7,9,1994,13,AH,,
21692,21693,7,9,1994,8,DM,M,49.0
21693,21694,7,9,1994,11,DM,M,44.0
21694,21695,7,9,1994,3,RM,M,12.0
21695,21696,7,9,1994,8,DM,F,41.0
21696,21697,7,9,1994,14,AB,,
21697,21698,7,9,1994,13,OT,F,27.0
21698,21699,7,9,1994,3,RM,F,11.0
21699,21700,7,9,1994,11,DM,F,31.0
21700,21701,7,9,1994,13,OL,M,29.0
21701,21702,7,9,1994,5,,,
21702,21703,7,9,1994,6,,,
21703,21704,7,9,1994,16,,,
21704,21705,7,9,1994,15,,,
21705,21706,7,9,1994,9,DM,M,47.0
21706,21707,8,17,1994,17,DM,F,36.0
21707,21708,8,17,1994,2,DM,M,44.0
21708,21709,8,17,1994,7,PP,F,17.0
21709,21710,8,17,1994,17,DM,M,48.0
21710,21711,8,17,1994,22,DS,M,111.0
21711,21712,8,17,1994,21,PP,M,22.0
21712,21713,8,17,1994,24,RM,F,10.0
21713,21714,8,17,1994,21,PF,M,8.0
21714,21715,8,17,1994,11,DM,M,43.0
21715,21716,8,17,1994,1,DM,F,41.0
21716,21717,8,17,1994,11,DM,M,31.0
21717,21718,8,17,1994,18,PF,F,9.0
21718,21719,8,17,1994,17,DM,M,51.0
21719,21720,8,17,1994,20,PP,F,21.0
21720,21721,8,17,1994,17,PF,F,8.0
21721,21722,8,17,1994,7,PP,F,20.0
21722,21723,8,17,1994,2,PP,M,
21723,21724,8,17,1994,21,PF,F,7.0
21724,21725,8,17,1994,1,DM,F,47.0
21725,21726,8,17,1994,2,PP,F,15.0
21726,21727,8,17,1994,21,PP,F,19.0
21727,21728,8,17,1994,19,PP,F,18.0
21728,21729,8,17,1994,20,PF,M,9.0
21729,21730,8,17,1994,23,,,
21730,21731,8,18,1994,9,DM,F,26.0
21731,21732,8,18,1994,3,PP,M,11.0
21732,21733,8,18,1994,3,PP,F,24.0
21733,21734,8,18,1994,13,OL,F,19.0
21734,21735,8,18,1994,3,,M,183.0
21735,21736,8,18,1994,6,PF,F,8.0
21736,21737,8,18,1994,12,DM,F,21.0
21737,21738,8,18,1994,4,DM,F,56.0
21738,21739,8,18,1994,14,DM,M,46.0
21739,21740,8,18,1994,12,DM,F,41.0
21740,21741,8,18,1994,12,DM,F,43.0
21741,21742,8,18,1994,3,PP,M,11.0
21742,21743,8,18,1994,14,OL,F,16.0
21743,21744,8,18,1994,15,PP,M,20.0
21744,21745,8,18,1994,12,DM,M,42.0
21745,21746,8,18,1994,16,RM,F,12.0
21746,21747,8,18,1994,14,DM,M,48.0
21747,21748,8,18,1994,6,PP,M,20.0
21748,21749,8,18,1994,6,PP,M,14.0
21749,21750,8,18,1994,14,OL,M,19.0
21750,21751,8,18,1994,5,PP,M,17.0
21751,21752,8,18,1994,8,PP,M,16.0
21752,21753,8,18,1994,13,DM,M,43.0
21753,21754,8,18,1994,10,,,
21754,21755,9,6,1994,19,PF,M,9.0
21755,21756,9,6,1994,17,DM,F,40.0
21756,21757,9,6,1994,2,DM,M,46.0
21757,21758,9,6,1994,7,AH,,
21758,21759,9,6,1994,21,PF,F,8.0
21759,21760,9,6,1994,12,DM,F,27.0
21760,21761,9,6,1994,21,PP,M,22.0
21761,21762,9,6,1994,22,DS,M,112.0
21762,21763,9,6,1994,12,OL,F,26.0
21763,21764,9,6,1994,2,PP,F,15.0
21764,21765,9,6,1994,1,DM,F,46.0
21765,21766,9,6,1994,17,DM,M,39.0
21766,21767,9,6,1994,21,PP,F,15.0
21767,21768,9,6,1994,22,PP,M,14.0
21768,21769,9,6,1994,12,DM,F,42.0
21769,21770,9,6,1994,17,DM,M,55.0
21770,21771,9,6,1994,21,PF,F,8.0
21771,21772,9,6,1994,21,PF,M,9.0
21772,21773,9,6,1994,21,PF,F,8.0
21773,21774,9,6,1994,19,PP,F,18.0
21774,21775,9,6,1994,18,,,
21775,21776,9,6,1994,24,,,
21776,21777,9,6,1994,23,,,
21777,21778,9,6,1994,20,,,
21778,21779,9,7,1994,13,OL,M,21.0
21779,21780,9,7,1994,5,OL,M,17.0
21780,21781,9,7,1994,3,PP,F,16.0
21781,21782,9,7,1994,13,DM,M,46.0
21782,21783,9,7,1994,16,RM,F,13.0
21783,21784,9,7,1994,3,PP,F,20.0
21784,21785,9,7,1994,6,PF,F,9.0
21785,21786,9,7,1994,15,PP,F,18.0
21786,21787,9,7,1994,14,DM,M,46.0
21787,21788,9,7,1994,3,RM,F,14.0
21788,21789,9,7,1994,11,DM,M,45.0
21789,21790,9,7,1994,14,DM,M,48.0
21790,21791,9,7,1994,11,DM,M,39.0
21791,21792,9,7,1994,13,OL,F,23.0
21792,21793,9,7,1994,15,PP,M,17.0
21793,21794,9,7,1994,9,DM,F,49.0
21794,21795,9,7,1994,3,PP,M,16.0
21795,21796,9,7,1994,8,AH,,
21796,21797,9,7,1994,4,DM,F,28.0
21797,21798,9,7,1994,6,PP,,
21798,21799,9,7,1994,5,PP,M,17.0
21799,21800,9,7,1994,9,SS,,
21800,21801,9,7,1994,8,PP,M,16.0
21801,21802,9,7,1994,14,DM,M,49.0
21802,21803,9,7,1994,9,DM,M,45.0
21803,21804,9,7,1994,15,AH,,
21804,21805,9,7,1994,8,DM,M,52.0
21805,21806,9,7,1994,10,,,
21806,21807,10,12,1994,20,SU,,
21807,21808,10,12,1994,12,DM,M,39.0
21808,21809,10,12,1994,20,RM,F,16.0
21809,21810,10,12,1994,2,PP,F,14.0
21810,21811,10,12,1994,17,AH,,
21811,21812,10,12,1994,21,PF,F,8.0
21812,21813,10,12,1994,17,DM,F,45.0
21813,21814,10,12,1994,2,DM,M,43.0
21814,21815,10,12,1994,12,DM,M,47.0
21815,21816,10,12,1994,19,PF,F,9.0
21816,21817,10,12,1994,12,OL,F,27.0
21817,21818,10,12,1994,12,,M,220.0
21818,21819,10,12,1994,1,DM,F,43.0
21819,21820,10,12,1994,17,PF,F,7.0
21820,21821,10,12,1994,22,PP,M,14.0
21821,21822,10,12,1994,12,DM,M,48.0
21822,21823,10,12,1994,12,DM,F,42.0
21823,21824,10,12,1994,17,AH,,
21824,21825,10,12,1994,22,DS,M,112.0
21825,21826,10,12,1994,12,DM,M,44.0
21826,21827,10,12,1994,21,PP,F,16.0
21827,21828,10,12,1994,2,DO,M,48.0
21828,21829,10,12,1994,17,DM,M,41.0
21829,21830,10,12,1994,12,DM,F,38.0
21830,21831,10,12,1994,19,PF,M,9.0
21831,21832,10,12,1994,17,DM,M,52.0
21832,21833,10,12,1994,2,DO,M,52.0
21833,21834,10,12,1994,18,PF,F,8.0
21834,21835,10,12,1994,20,PP,F,18.0
21835,21836,10,12,1994,17,DM,F,42.0
21836,21837,10,12,1994,21,PF,F,7.0
21837,21838,10,12,1994,21,PF,F,7.0
21838,21839,10,12,1994,7,RM,M,9.0
21839,21840,10,12,1994,1,DM,F,45.0
21840,21841,10,12,1994,24,,,
21841,21842,10,12,1994,23,,,
21842,21843,10,13,1994,3,RM,F,14.0
21843,21844,10,13,1994,4,DM,F,37.0
21844,21845,10,13,1994,3,PP,F,19.0
21845,21846,10,13,1994,4,DM,F,14.0
21846,21847,10,13,1994,3,PP,F,14.0
21847,21848,10,13,1994,9,DO,F,48.0
21848,21849,10,13,1994,4,PF,F,
21849,21850,10,13,1994,8,DO,F,52.0
21850,21851,10,13,1994,13,DM,M,44.0
21851,21852,10,13,1994,11,DM,M,39.0
21852,21853,10,13,1994,14,DM,M,42.0
21853,21854,10,13,1994,4,DM,F,42.0
21854,21855,10,13,1994,14,DM,M,48.0
21855,21856,10,13,1994,14,DM,M,44.0
21856,21857,10,13,1994,11,DM,M,44.0
21857,21858,10,13,1994,13,PP,F,18.0
21858,21859,10,13,1994,3,PP,F,14.0
21859,21860,10,13,1994,16,RM,F,15.0
21860,21861,10,13,1994,4,PF,M,7.0
21861,21862,10,13,1994,4,PF,F,
21862,21863,10,13,1994,8,OL,F,18.0
21863,21864,10,13,1994,5,PP,M,16.0
21864,21865,10,13,1994,6,PP,M,14.0
21865,21866,10,13,1994,4,DM,M,39.0
21866,21867,10,13,1994,9,DM,F,43.0
21867,21868,10,13,1994,8,DM,M,42.0
21868,21869,10,13,1994,8,DM,F,48.0
21869,21870,10,13,1994,13,OL,M,12.0
21870,21871,10,13,1994,8,DM,M,44.0
21871,21872,10,13,1994,9,DM,M,42.0
21872,21873,10,13,1994,15,,,
21873,21874,10,13,1994,10,,,
21874,21875,11,1,1994,21,PF,F,7.0
21875,21876,11,1,1994,7,RM,F,15.0
21876,21877,11,1,1994,12,DO,M,50.0
21877,21878,11,1,1994,17,DM,F,42.0
21878,21879,11,1,1994,2,DM,M,44.0
21879,21880,11,1,1994,1,DM,F,27.0
21880,21881,11,1,1994,24,PE,M,18.0
21881,21882,11,1,1994,17,PF,F,7.0
21882,21883,11,1,1994,18,PF,F,8.0
21883,21884,11,1,1994,2,DO,M,50.0
21884,21885,11,1,1994,12,,M,226.0
21885,21886,11,1,1994,21,PF,M,
21886,21887,11,1,1994,12,DM,F,40.0
21887,21888,11,1,1994,17,DM,M,41.0
21888,21889,11,1,1994,18,PF,F,8.0
21889,21890,11,1,1994,20,PF,M,7.0
21890,21891,11,1,1994,22,DM,F,23.0
21891,21892,11,1,1994,1,DM,F,36.0
21892,21893,11,1,1994,12,DM,M,38.0
21893,21894,11,1,1994,19,PF,F,9.0
21894,21895,11,1,1994,12,DM,F,38.0
21895,21896,11,1,1994,19,PF,M,9.0
21896,21897,11,1,1994,21,PF,F,7.0
21897,21898,11,1,1994,17,DM,F,42.0
21898,21899,11,1,1994,17,AH,,
21899,21900,11,1,1994,1,DM,F,24.0
21900,21901,11,1,1994,2,DO,M,47.0
21901,21902,11,1,1994,1,PF,F,7.0
21902,21903,11,1,1994,21,PF,F,7.0
21903,21904,11,1,1994,1,DM,F,43.0
21904,21905,11,1,1994,23,,,
21905,21906,11,2,1994,6,AH,,
21906,21907,11,2,1994,13,DM,M,42.0
21907,21908,11,2,1994,13,PF,F,7.0
21908,21909,11,2,1994,14,DM,M,36.0
21909,21910,11,2,1994,14,DM,M,45.0
21910,21911,11,2,1994,4,PF,F,6.0
21911,21912,11,2,1994,6,PF,F,8.0
21912,21913,11,2,1994,15,AH,,
21913,21914,11,2,1994,11,DM,M,42.0
21914,21915,11,2,1994,14,DM,M,47.0
21915,21916,11,2,1994,11,DM,M,41.0
21916,21917,11,2,1994,4,DM,M,45.0
21917,21918,11,2,1994,8,DO,F,39.0
21918,21919,11,2,1994,9,DM,F,42.0
21919,21920,11,2,1994,9,DM,M,39.0
21920,21921,11,2,1994,13,OL,M,
21921,21922,11,2,1994,4,DM,F,36.0
21922,21923,11,2,1994,8,DM,M,43.0
21923,21924,11,2,1994,5,PP,M,19.0
21924,21925,11,2,1994,6,PP,M,14.0
